id,title,link,content,gold_label,content_length
85,شاہ رخ خان کا سگریٹ نوشی چھوڑنے کا اعلان ؛ عالمی برانڈز کی قطاریں لگ گئیں,https://www.express.pk/story/2732607/shahrukhkhan-ka-cigrette-chorne-ka-elan-internationalbrands-ki-qatarain-lag-gayien,بالی وڈ کنگ شاہ رخ خان نے اپنی سالگرہ موقع مداحوں کو بڑی خوشخبری سنائی 2 نومبر کو اپنی روایت برخلاف مداحوں کو گھر باہر ملاقات نہ دینے باوجود انہوں نے تقریب میں انکشاف کیا انہوں نے سگریٹ نوشی کو خیرباد کہہ دیا فیصلہ نہ صرف ان صحت بلکہ مالی بھی مفید ثابت رہا اکنامک ٹائمز مطابق نوجوانوں مبنی متعدد عالمی برانڈز شاہ رخ خان اس نئے فیصلے بعد ان سے اشتہاری معاہدے کرنے میں دلچسپی دکھا برانڈز اندرونی اصول تحت وہ ایسے ستاروں سے معاہدہ نہیں جو سگریٹ نوشی اس خبر نے شاہ رخ خان مقبولیت میں مزید اضافہ کیا نامور برانڈ مارکیٹنگ چیف نے کہا ان کا برانڈ جو نوجوانوں مرکوز اب شاہ رخ ساتھ زیادہ اعتماد ساتھ کام کر سکتا شاہ رخ خان اس وقت تھمس اپ ایورسٹ اسپائسیز مینٹرا کاسٹرول دبئی ٹورزم ریئلمی ڈی ایکس ہنڈائی ڈی کور جیسے بڑے برانڈز ایمبیسیڈر 2023 رپورٹ مطابق ان برانڈ ویلیو تقریبا 120 7 ملین ڈالر ماضی میں شاہ رخ ساس ساویتا چھبر دوست جوہی چاولا بھی ان سے سگریٹ چھوڑنے خواہش ظاہر کر 2020 میں مداح نے سوشل میڈیا شاہ رخ سے سگریٹ چھوڑنے مشورے مانگے انہوں نے اپنی مخصوص انداز میں جواب دیا آپ غلط جگہ جواب ڈھونڈ,entertainment,1204.0
86,فواد خان اور وانی کپور کی نئی رومانوی کامیڈی فلم ’عابیر گلال‘ کی شوٹنگ مکمل,https://www.express.pk/story/2732601/fawadkhan-or-vanikapoor-ki-film-abirgulaal-ki-shooting-complete,پاکستانی سپر اسٹار فواد خان بالی وڈ اداکارہ وانی کپور لندن میں اپنی نئی فلم عابیر گلال شوٹنگ مکمل آرتی ایس باگڑی ہدایت میں بننے والی رومانوی کامیڈی فلم بھارتی پاکستانی سینما لیے نیا تجربہ ثابت ہونے امید فلم پروڈکشن انڈین اسٹوریز اے رچر لینس آرجے پکچرز بینر تلے حال میں فواد وانی سیٹ سے کچھ تصاویر وائرل ہوئیں جن میں دونوں کو فلم ٹیم ساتھ مسکراتے دیکھا جا سکتا اس تصویر میں فواد خان اہلیہ صدف خان بھی ان ساتھ موجود جس نے فلم مداحوں جوش کو مزید بڑھا دیا عابیر گلال کہانی ایسے کرداروں گھومتی جو زندگی میں جذباتی مشکلات سے گزر اچانک دوسرے سے مل کر غیر متوقع دوسرے زخموں کو بھرنے جس کا نتیجہ محبت میں نکلتا اس فلم کا پوسٹر گزشتہ ماہ جاری کیا گیا تھا جس نے شائقین میں کافی جوش پیدا کیا فواد خان نے حال میں برزخ شندور جیسے پراجیکٹس کام کیا جبکہ ان اگلی فلم نیلوفر بھی جلد ریلیز ہونے والی دوسری جانب وانی کپور آنے والی فلموں میں نیٹ فلکس کا کرائم تھرلر منڈالا مرڈرز بدمعاش گل شامل,entertainment,1092.0
87,الو ارجن کی فلم ’پشپا 2‘ کے بےصبری سے منتظر مداحوں کے لیے خوشخبری آ گئی,https://www.express.pk/story/2732594/alluarjun-ki-film-pushpa2-ke-fans-kelye-goodnews-aagyi,سپر اسٹار الو ارجن فلم پشپا 2 رول کا بےصبری سے انتظار کر مداحوں لیے خوشخبری آ فلم کا دھماکے دار ٹریلر 17 نومبر کو پٹنہ میں عظیم الشان تقریب میں ریلیز ہوگا فلم میں الو ارجن نئے روپ جھلک نے شائقین میں جوش خروش پیدا کر دیا جس میں انہیں بندوق تھامے نئے اسٹائل ساتھ دکھایا گیا پٹنہ کو ٹریلر لانچ لیے اس لیے منتخب کیا گیا کیونکہ پشپا رائز یہاں شاندار کامیاب اس فلم مشہور گانے شری ولی کا بھوجپوری ورژن بھی بنایا گیا تھا جس نے انٹرنیٹ دھوم مچا مزید الو ارجن فلمیں علاء ویکنتا پورملو بدولت یہاں ان مداحوں تعداد بھی بہت زیادہ جو ان پٹنہ آنے کا طویل عرصے سے انتظار کر A post shared by Mythri Movie Makers mythriofficial پشپا 2 رول ہدایتکاری سوکمار نے جس میں الو ارجن راشمیکا مندنا فہد فاضل اہم کرداروں میں نظر آئیں فلم میتری مووی میکرز سوکمار رائٹنگز بینر تلے بنائی جبکہ اس موسیقی ٹی سیریز نے تیار فلم 5 دسمبر 2024 کو ریلیز ہوگی جس کا شائقین بے حد انتظار کر,entertainment,1031.0
88,بابا صدیقی کا قاتل گرفتار، اہم انکشافات کردیئے,https://www.express.pk/story/2732577/baba-siddiqui-ka-qatil-giraftar-aham-inkishafat-krdiye,بھارتی پولیس نے این سی پی رہنما معروف شخصیت بابا صدیقی قتل میں ملوث ملزم شیو کمار کو گرفتار کر لیا شیو کمار کا تعلق لارنس بشنوئی گینگ سے جو گزشتہ ماہ 12 اکتوبر کو ممبئی باندرہ ایسٹ میں بابا صدیقی کو فائرنگ کر قتل کرنے بعد سے فرار تھا بھارتی میڈیا مطابق شیو کمار بھارت سے نیپال فرار ہونے کوشش کر رہا تھا جب یو پی اسپیشل ٹاسک فورس ممبئی کرائم برانچ نے مشترکہ کارروائی اسے پکڑ لیا پولیس مطابق شیو کمار نے 9 9 ملی میٹر پستول سے بابا صدیقی چھ فائر گرفتار ملزم سے تفتیش میں بھی انکشاف اس قتل میں تین شوٹرز ملوث تاہم تمام ملزمان کو گرفتار کیا جا چکا شیو کمار نے بتایا اسے قتل ہدایت بدنام زمانہ گینگسٹر لارنس بشنوئی بھائی انمول بشنوئی نے شیو نے بھی انکشاف کیا انمول بشنوئی نے مبینہ شوٹرز ساتھ بابا صدیقی قتل منصوبہ بندی سوشل میڈیا پلیٹ فارم اسنیپ چیٹ پولیس مطابق انمول بشنوئی نے شوٹرز کو بابا صدیقی بیٹے ذیشان صدیقی تصویر بھی فراہم جو اب بھی شوٹرز نشانے یاد لارنس بشنوئی کا بھائی انمول بشنوئی پہلے بالی ووڈ اسٹار سلمان خان گھر فائرنگ پنجابی گلوکار سدھو موسے والا قتل مقدمات میں مطلوب تاہم پولیس اسے گرفتار کرنے میں ناکام نظر ا تی,entertainment,1217.0
89,ہانیہ عامر کی بھارتی ڈی جے کی پارٹی میں انٹری، ویڈیو وائرل,https://www.express.pk/story/2732567/hania-amir-ki-bharti-dj-ki-party-me-entry-video-viral,پاکستان خوبرو اداکارہ ہانیہ عامر بھارتی ڈی جے پارٹی میں رقص ویڈیو سوشل میڈیا وائرل اپنے حالیہ ڈرامے کبھی میں کبھی تم سے پاکستان سمیت پڑوسی ممالک میں شہرت حاصل کرنے والی اداکارہ ہانیہ عامر نے بھارتی ڈی جے پارٹی میں پہنچ کر سرپرائز دیا ہانیہ ان دنوں غیر ملکی دورے جہاں وہ مختلف انٹرویوز ملاقاتیں کر اب ہانیہ ویڈیو منظر عام جس میں وہ بھارتی نژاد پنجابی ڈی جے پارٹی میں ڈانس دکھائی A post shared by Hania Aamir 哈尼亚 阿米尔 haniaheheofficial ویڈیو بھارتی نژاد پنجابی ڈی جے نے سوشل میڈیا شیئر ہانیہ ا مد بےحد خوشی کا اظہار کیا ڈی جے ووڈکا نے لکھا جب وہ ڈیکس پہنچے انہیں اندازہ تھا رات خاص ہونے والی لیکن نہیں معلوم تھا انہیں ایسا حیران لمحہ ملے گا ڈی جے نے مزید لکھا پاکستانی اداکارہ دنیا کرش ہانیہ عامر نے ہماری پارٹی کریش ایسی زبردست وائب آئیں محفل کا رنگ بدل گیا A post shared by Galaxy Lollywood galaxylollywood واضح ہانیہ عامر نے بےحد کم وقت میں دنیا بھر میں اپنے مداح لاکھوں چاہنے بنا لیے جن میں سے کچھ ان اداکاری دیوانے کچھ ان حسن معترف ان بہترین اداکاری ساتھ ساتھ سوشل میڈیا سرگرم رہنا مزاح سے بھرپور ویڈیوز شیئر کرنا بھی انہیں خاص بناتا جس وجہ سے ان انسٹاگرام بے شمار فالوورز یاد اداکارہ ہانیہ عامر ا ن دنوں ملک سے باہر وقت گزار جہاں وہ مختلف تقریبات میں شرکت کر اپنے مداحوں سے ملاقات انٹرویوز نظر آ,entertainment,1495.0
90,حکومت پنجاب کے کلاسیکیل تھیٹر کی بحالی کیلئے متحرک، حکمت عملی تیار,https://www.express.pk/story/2732564/hukumat-e-punjab-classical-theatre-ki-bahali-k-lye-mutaharrik-hikmaty-amli-tayar,صوبائی سیکرٹری اطلاعات وثقافت طاہر رضا ہمدانی کا کہنا حکومت پنجاب کلاسیکل تھیٹر بحالی سنجیدہ ٹھوس حکمت عملی کر رپورٹ مطابق صوبائی وزیر اطلاعات ثقافت پنجاب عظمی بخاری احکامات روشنی میں سیکرٹری اطلاعات ثقافت طاہر رضا ہمدانی زیر صدات حکومت پنجاب کلاسیکیل تھیٹر بحالی ٹھوس اقدامات کلاسیکی تھیٹر بحالی تشکیل کردہ کمیٹی کا اجلاس اجلاس میں نامور آرٹسٹ افتخار ٹھاکر آغا ماجد طاہر نوشاد شاہد خان سلیم البیلا واجد خان دیگر نے شرکت اجلاس میں اپنی اقدار ترجمان معیاری تھیٹر تجدید نو غور خوص کیا گیا ایگزیکٹو ڈائریکٹر الحمراء سارہ رشید بھی اجلاس میں شریک ہوئیں اجلاس میں گفتگو طاہر رضا ہمدانی نے کہا حکومت پنجاب فنکار وں انکی خدمات کو سراہتی عوام کو جلد معیار کلاسیکی تھیٹر ڈرامے دیکھنے کو ملیں اجلاس میں شریک فنکاروں نے حکومت پنجاب کا آرٹسٹوں کو تھیٹر بحالی فیصلہ سازی میں شریک کرنا خوش آئند واضح جلد بین الثقافتی موضوعات مبنی پلے عوام سامنے پیش کیا جائے گا جس میں معیاری سکرپٹ ڈائریکشن اداکاروں پرفارمنس خصوصی توجہ جا,entertainment,1064.0
91,ایس آئی ایف سی کا تعاون، ماڑی پیٹرولیم کے ذخائر کی دستیابی کی مدت 17 سال تک بڑھ گئی,https://www.express.pk/story/2733516/sifc-ki-support-mari-petroleum-ke-zakhair-ki-dastyabi-ki-mudat-17saal-tk-barh-gai,ایس ایف سی سہولت کاری پالیسی سطح حکومتی اقدامات بدولت توانائی ذخائر میں نمایاں اضافہ جبکہ اس ضمن میں ماڑی پیٹرولیم ذخائر دستیابی مدت 17 سال بڑھ توانائی شعبے ترقی ایس ایف سی ترجیحات میں شامل ملکی معاشی استحکام لیے توانائی شعبے ترقی ایس ایف سی اولین ترجیح ماڑی پیٹرولیم نے گزشتہ پانچ سالوں میں اوسطا 100 فیصد سے زائد ذخائر متبادل کا تناسب حاصل کیا کمپنی پالیسی میں بہتری پائیدار اقدامات نے گردشی قرضہ اثرات سے بچاؤ فراہم کیا جبکہ پالیسی سطح حکومتی اقدامات بدولت ماڑی پیٹرولیم نے گزشتہ برس مارکیٹ میں17 فیصد بہتری دکھائی ترقیاتی منصوبوں نئے ذخائر دریافت باعث ماڑی پیٹرولیم آمدنی میں مزید اضافہ متوقع,business,730.0
92,دسمبر 2025: اسٹاک مارکیٹ کے 127000 تک پہنچنے کا امکان,https://www.express.pk/story/2733509/decemeber-2025-stock-market-ke-127000-tak-pounchanay-ka-imkaan,ا ئی ایم ایف قرضہ پروگرام تحت میکرو اکنامک انڈیکیٹرز میں بہتری ساتھ پاکستان ریسرچ ہاو سز نے پیش گوئی پاکستان سٹاک ایکسچینج PSX اپنے سٹاکس میں سرمایہ کاری 27 سے کر 37 فیصد رینج میں منافع پیشکش اس سے بنچ مارک ایس ای 100 دسمبر 2025 120000 سے کر 127000 اپنی نئی بلندیوں پہنچ جائے عارف حبیب لمیٹڈ نے اپنی جامع رپورٹ پاکستان سٹریٹجی 2025 نئی بلندیوں کو فتح کرنا میں کہا گرتی شرح سود مستحکم پاکستانی روپیہ میکرو اکنامک اشاریوں میں بہتری ساتھ ممکنہ مارکیٹ ری ریٹنگ کا مرحلہ ہوتا پاکستان خاص قرض ایکویٹی مارکیٹ میں غیر ملکی براہ راست سرمایہ کاری کو کھینچ رہا غیر ملکی براہ راست سرمایہ کاری FDI ساتھ کمپنیوں خریداری انضمام رفتار بھی سرمایہ کاروں جذبات کو بڑھا رپورٹ میں پاکستان سٹریٹجی پاکستان ا وٹ لک 2025 نام سے رپورٹ میں ٹاپ لائن ریسرچ میں کہا گیا 2025 میں ا ئی ایم ایف جائزے کامیاب تکمیل اس رہنما خطوط مطابق مالی سال 2026کے بجٹ منظوری پاکستان کریڈٹ ریٹنگ میں بہتری سے یورو بانڈز سکوک اجرا دروازے کھل جائیں پاکستان امریکہ ساتھ نئے تعلقات ریکوڈک معاہدے مل درا مد پی ا ئی اے بجلی تقسیم کار کمپنیوں جیسے اداروں کامیاب نجکاری سے حال میں بہتری ا ئے واضح سال سے زیادہ عرصہ سے اسٹاک مارکیٹ کا انڈکس ایس ای 100 اپنی شاندار کارکردگی بدولت سرخیوں میں رواں ہفتے ا ئی ایم ایف ٹیم کا پاکستان کا دورہ کامیاب نوٹ ختم قرض پروگراموں نے ملک کو کرنٹ اکاو نٹ خسارے کو کنٹرول کرنے ادائیگی توازن کو بہتر بنانے میں مدد دہائیوں بعد بنیادی سرپلس بحالی میں مدد ملی مئی 2023 میں مہنگائی بلند ترین شرح 38 فیصد پہنچ جو اب سنگل ڈیجٹ میں ا شرح سود بلند ترین سطح 22 فیصد سے کم ہوکر 15فیصد ا سال سے روپیہ ڈالر مقابلے میں مستحکم ڈالر 277 سے 279 روپے درمیان مل رہا ایس ای 100 انڈکس نے حالیہ کلینڈر سال میں سرمایہ کاری تقریبا 52 فیصد ریٹرن دیا,business,1962.0
93,وزیراعظم نے گندم خریداری کا منصوبہ تیار کرنے کیلیے کمیٹی بنا دی,https://www.express.pk/story/2733508/wazeer-e-azam-ne-wheat-kharidari-ka-mansoobah-tayyar-karne-keliye-committee-bana-di,وزیراعظم شہباز شریف نے گندم خریداری کا منصوبہ تیار کرنے لیے وزیر خزانہ سربراہی میں کمیٹی تشکیل دیدی مذکورہ کمیٹی ایم ایف نقطہ نظر کو پیش کام میڈیا رپورٹ میں ذرائع حوالے سے کہا گیا کمیٹی دیگر اراکین میں وزیر برائے نیشنل فوڈ سکیورٹی اینڈ ریسرچ وزیر تجارت وزیر اعظم مشیر برائے سیاسی امور بین الصوبائی رابطہ رانا ثنا اللہ شامل کمیٹی گندم مارکیٹ موجودہ ریگولیٹری فریم ورک کا جائزہ تاکہ ملک میں گندم دستیابی قیمتوں کو مدنظر ربیع 2024 25 لیے گندم پالیسی سفارشات تیار حتمی شکل جا سکے پالیسی اسٹیک ہولڈرز صوبوں کیساتھ مشاورت بعد تمام متعلقہ امور جس میں امدادی قیمت وفاقی حکومت صوبوں جانب سے گندم خریداری سفارشات گندم دستیابی قیمتوں استحکام کو یقینی بنائے,business,793.0
94,مقامی و بین الاقوامی صرافہ مارکیٹوں میں سونے کی قیمت میں کمی,https://www.express.pk/story/2733413/gold-prices-decreased-in-global-and-local-markets,کراچی بین الاقوامی بلین مارکیٹ میں اونس سونے قیمت 3ڈالر کم اس تنیجے میں 2562ڈالر سطح آنے باعث مقامی صرافہ مارکیٹوں میں بھی ہفتے کو 24 قیراط حامل تولہ سونے قیمت 300 روپے کمی سے 267400روپے سطح آگئی دس گرام سونے قیمت بھی 258روپے کمی سے 229252روپے سطح آگئی اسکے برعکس تولہ چاندی قیمت بغیر کسی تبدیلی 3250روپے 10گرام چاندی قیمت بھی بغیر کسی تبدیلی 2786روپے سطح مستحکم,business,450.0
95,بجلی کی قیمت ایک ماہ  کے لیے کم ہونے کا امکان، کراچی کے صارفین محروم رہیں گے,https://www.express.pk/story/2733401/bijli-ki-qeemat-me-aik-mao-ke-liye-kami-ka-imkan,بجلی قیمت میں ماہ لیے کمی کا امکان تاہم کراچی صارفین اس سہولت سے محروم رہیں ملک بجلی صارفین لیے خبر ماہ لیے بجلی روپے پیسے یونٹ سستی ہونے کا امکان اس سلسلسے میں سینٹرل پرچیزنگ پاور ایجنسی سی پی پی اے جانب سے نیشنل الیکٹرک ریگولیٹری اتھارٹی نیپرا میں درخواست دائر کر سی پی پی اے جانب سے دائر درخواست اکتوبر فیول پرائس ایڈجسٹمنٹ ایف پی اے مد میں دائر جس نیپرا 26 نومبر کو سماعت نیپرا جانب سے قیمت میں کمی درخواست منظور ہونے میں الیکٹرک صارفین اس درخواست فیصلے کا اطلاق نہیں گا سی پی پی اے جانب سے درخواست میں کہا گیا اکتوبر میں 9 ارب 98 کروڑ یونٹ بجلی فروخت یونٹ بجلی پیداوار فیول لاگت 9 روپے 26 پیسے اکتوبر میں یونٹ فیول لاگت کا تخمینہ 10روپے 27 پیسے تھا,business,829.0
96,اسٹیٹ بینک 19 نومبر 2024ء کو ویمن انٹرپرینورشپ ڈے منائے گا,https://www.express.pk/story/2733396/state-bank-19-november-2024-ko-women-enterpreneurship-day-manaiy-ga,اسٹیٹ بینک آف پاکستان ملک بھر میں اپنے 16 فیلڈ دفاتر میں 19 نومبر 2024 کو ویمن انٹرپرینورشپ ڈے منائے گا مرکزی تقریب اسٹیٹ بینک ا ف پاکستان کراچی میں ہوگی گورنر اسٹیٹ بینک جناب جمیل احمد کلیدی خطاب تقریب میں بینکوں نان بینک اداروں اعلی حکام ورکنگ ویمن ایسوسی ایشنوں نمائندے معیشت میں خاتون آجرین کردار کو سراہنے لیے شرکت ویمن انٹرپرینورشپ ڈے تیاریوں سلسلے میں اسٹیٹ بینک جولائی 2024ء سے اپنے اسٹیک ہولڈرز اشتراک سے متعدد سرگرمیاں انجام رہا جس کا مقصد خواتین زیر قیادت چلنے کاروباروں لیے سازگار ماحول پروان چڑھایا جائے سرگرمیاں جن میں ورکشاپ ا گاہی مہمات مینٹورشپ پروگرام شامل انجام دینے کا مقصد خواتین کو قرضوں دستیاب ذرائع سے ا گاہ کرنا کاروباری سفر میں سہولت دینے لیے انہیں رہنمائی فراہم کرنا ان سرگرمیوں ذریعے اسٹیٹ بینک بی ایس سی دفاتر نے ملک بھر ہزار سے زائد انٹرپرینور خواتین کو اپنے ساتھ ملایا اسٹیٹ بینک کراچی میں مرکزی تقریب میں خواتین زیر قیادت چلنے کاروباری اداروں کو مختلف زمروں مثلا جدت طراز قیادت سماجی اثرات سسٹین ایبلی چیمپئین استقلال میں ایوارڈز دئیے جائیں جن ذریعے انٹرپینورشپ میدان میں ان قابل ذکر کامیابیوں کو سراہا جائے گا اس علاوہ بزنس آئیڈیا کا مقابلہ جیتنے والوں ناموں کا بھی اعلان کیا جائے گا خواتین کو مسلسل قرض فراہم کرنے بینکوں کو بھی کارکردگی اعتراف پرایوارڈز دئیے جائیں ویمن انٹرپرینورشپ ڈے عالمی اقدام جس کا مقصد ایسی خواتین کو سراہنا انہیں تعاون فراہم کرنا جو جدت طراز روزگار مواقع پیدا کر معاشی نمو میں نمایاں کردار ادا کر اپنے کلیدی کردار باوجود ایسی خواتین بڑی تعداد کو قرضوں حصول کاروباری مواقع رسائی میں رکاوٹوں کا سامنا ان تقریبات ذریعے اسٹیٹ بینک اس شراکت دار ادارے چاہتے مزید خواتین انٹرپرینورشپ سے وابستہ مسابقتی ماحول میں کامیابی حاصل,business,1852.0
97,آئی ایم ایف اعلامیہ جاری، معیشت میں حکومتی مداخلت کم کرنے پر زور,https://www.express.pk/story/2733387/imf-proclamation-issued-reduced-government-intervention-in-economy-urged,اسلام ا باد ا ئی ایم ایف مشن دورہ پاکستان کا اعلامیہ جاری کردیا گیا جس میں پاکستانی حکام ساتھ معاشی امور بات چیت کو مثبت قرار دیا گیا ا ئی ایم ایف نے کہا پاکستان کو موجودہ قرض پروگرام اہداف سختی سے عمل درا مد مشن چیف نیتھن پورٹر نے کہا قرض پروگرام اہداف سختی سے عمل درا مد عوام کا معیار زندگی بہتر کرسکتا حکومت ٹیکس نہ دینے والےشعبوں سےٹیکس ا مدن بڑھانے لیےپرعزم اعلامیے مطابق مذاکرات میں وفاقی حکومت ساتھ ساتھ صوبائی حکومتوں سے بھی بات چیت نجی شعبہ نمائندوں سے بھی تبادلہ خیال جس دوران سماجی تحفظ ترقی میں صوبوں کےکردارکو بڑھانے بھی بات چیت پاکستان میں توانائی شعبےمیں اصلاحات اورچیلنجز خصوصی بات چیت مشن چیف نے کہا حالیہ بات چیت ا ئی ایم ایف ششماہی جائزے لیے مذاکرات میں معاشی اصلاحات پالیسیز ترقی لیے حکومتی کارکردگی کا جائزہ لیا گیا ایم ایف نے پاکستان سے مذاکرات کو مجوعی مثبت قرار شعبہ جات میں نجی شعبہ کا حصہ بڑھانے بعض شعبوں میں حکومت پاکستان کا حصہ محدود کرنے زور دیا ایم ایف نے کہا پاکستان سے 12 تا 15 نومبر مشن چیف نیتھن پورٹر سربراہی میں مذاکرات جس میں پاکستانی حکام کا رویہ بڑا حوصلہ افزا معاون تھا پاکستان حکام سے مذاکرات ا ئی ایم ایف ایگزیکٹو بورڈ کو ا گاہ کیا جائے گا وفد ا ئندہ سال 2025 سہ ماہی میں پاکستان ا ئے گا,business,1340.0
98,IMFنے ایف بی آر کی کارکردگی پر تشویش کا اظہار کیا،شہباز رانا,https://www.express.pk/story/2733366/imf-ne-fbr-ki-karkardagi-par-tashweesh-ka-izhaar-kiya-shehbaz-rana,تجزیہ کار شہباز رانا کا کہنا ا ئی ایم ایف کا 5روزہ دورہ ا اختتام پذیر گیا اس کو باقاعدہ جائزہ مشن نہیں قرار دیا گیا اسے حکومت پاکستان ساتھ اسٹاف لیول بات چیت کہا گیا وفد اچانک ا یا ا ئی ایم ایف کو 6ہفتے بعد پاکستان ا نا پڑا ان خیالات کا اظہار انھوں نے ایکسپریس نیوز پروگرام ریویو میں بات چیت کیا انھوں نے کہا وفد نے اپنی حتمی تشخیص ا وزیر خزانہ معاشی ٹیم ساتھ شیئر کر اس جو تجاویز اس انھوں نے حتمی رائے ابھی نہیں ا ئی ایم ایف نے ایف بی ا کارکردگی تشویش کا اظہار کیا زرعی انکم ٹیکس قانون سازی حتمی تاریخ 31 اکتوبر تجزیہ کار کامران یوسف نے کہا امریکا نئے صدر ڈونلڈ ٹرمپ ویسے اگلے سال 20 جنوری کو حلف اٹھائیں لیکن اس سے پہلے وہ اپنے کابینہ وزرا کا اعلان کر اب انھوں نے جو نامزدگیاں ان سے امریکی حیران پوری دنیا پریشان جس طرح نامزدگیاں انھوں نے ا دھ کو چھوڑ کر امیدوار کا نہ نہ تنازع رہا جس سے ظاہر ہوتا پوری دنیا خوفزدہ بھی غیر یقینی کا شکار بھی ٹرمپ کس طرح صدر اب جانے والی نامزدگیوں اتفاق میرٹ اہم نہیں بلکہ ٹرمپ سے وفاداری پیمانہ جس تحت وہاں وزیر لگائے جا انھوں نے مارکو روبیو کو وزیر خارجہ نامزد کیا ابھی جتنی نامزدگیاں کہا جاتا اگر نامزدگی صرف صرف میرٹ ان,business,1381.0
99,ٹیکس شارٹ فال اوربیرونی فنانسنگ IMF  کا بنیادی موضوع رہیں,https://www.express.pk/story/2733364/tax-shortfall-aur-bairooni-financing-imf-ka-bunyadi-mauzo-rehain,حکومت پاکستان ساتھ 7 ارب ڈالر قرضہ پروگرام مذاکرات دوران بورڈ ا ف ریونیوکا ٹیکس شارٹ فال ڈھائی ارب ڈالر بیرونی فنانسنگ ا ئی ایم ایف کا اہم موضوع ا س علاوہ حکومت پنجاب نیا زرعی انکم ٹیکس کا قانون بھی قومی مالیاتی پیکٹ سے پوری طرح مطابقت نہیں رکھتا تاہم پنجاب وزیراطلاعات عظمی بخاری اس تردیدکرتی ان کا کہناہے پنجاب کا نیاترمیم شدہ قانون پوری طرح قومی مالیاتی پیکٹ سے مطابقت رکھتا سندھ برعکس پنجاب حکومت نے اس ضمن میں قانون سازی جہاں بیرونی فنانسنگ گیپ کا تعلق اس ضمن میں حکومت پاکستان نے بارپھر چین سعودی عرب سے رابطہ کیا پاکستان سعودی عرب سے ادھاریا مو خر ادائیگیوں تیل خریدنے کا خواہاں پاکستانی حکام کا کہنا بات چیت مکمل ہونے بعد ابھی ا ئی ایم ایف نے ٹیکس شارٹ فال بیرونی فنانسنگ حوالے سے اپنی سے حتمی فیصلہ جاری نہیں کیا عالمی ادارے کا وفد واشنگٹن جاکر اپنے ہیڈکوارٹرز سے مشاورت بعد سوالنامہ بھیجے گا عالمی ادارے کو پاورڈسٹریبیوشن کمپنیوں نجکاری میں تاخیر بھی تشویش وہ دسمبرتک پاکستان ساورن فنڈ ایکٹ میں بھی ترمیم کا مطالبہ کررہا وہ گیس سیکٹر سرکلرڈیٹ تعریف بھی بدلنا چاہتا وہ بجلی گیس سرکلر ڈیٹ ماہانہ رپورٹنگ کا تقاضا کررہا پاور پٹرولیم ڈویژنز ابھی اس باقاعدگی سے مانیٹرنگ نہیں کر رہیں ا ئی ایم ایف نے قومی مالیاتی پیکٹ عملدرا مد معاملے بعض خامیوں بھی نشاندہی اس پیکٹ پانچوں وزرائے خزانہ نے دستخط کر اس کا مقصد انکم ٹیکس ریٹس کو یکساں بنانا بعض اخراجات کا بوجھ صوبوں کو منتقل کرنا,business,1495.0
100,حکومت کا کھاد بنانے والی کمپنیوں سے قیمتوں میں کمی پر زور,https://www.express.pk/story/2733363/hukoomat-ka-khaad-bananay-wali-companies-se-qeematon-mein-kami-par-zor,اسلام ا باد رپورٹ ظفر بھٹہ وفاقی حکومت نے جمعے روز کھاد بنانے والی کمپنیوں سے کہا وہ کھاد بوری قیمت میں 3 ہزار روپے کمی لائیں تاکہ کسانوں کو ریلیف فراہم کیا جاسکے بات وزیر صنعت پیداوار رانا تنویر حسین زیر صدارت منعقدہ کمیٹی میٹنگ دوران اجلاس میں ربیع سیزن دوران ملک میں کھاد ذخیرے کا جائزہ لیا گیا اس موقع رانا تنویر کھاد بنانے والی کمپنیوں نمائندوں زور دیا کھاد بوری قیمتوں کو 12 ہزار سے کم کرکے 9 ہزار سطح لایا جائے اجلاس دوران بتایا گیا کھاد بنانے والی کمپنیاں کسانوں کو مہنگے داموں کھاد فروخت لہذا انھیں چاہیے وہ قیمتوں میں کمی لاتے کسانوں کو ریلیف فراہم کمپنیوں نمائندوں نے قیمتوں میں کمی یقین دہانی نہ کراتے کہا وہ اس معاملے کر کمپنی انتظامیہ سامنے پیش کردیں اجلاس کو بھی بتایا گیا مالی سال 24 2023 دوران صنعتی زراعت استعمال لیے 22 ہزار ٹن یوریا فروخت مقامی پیداوار مقابلے میں طلب میں اضافے وجہ سے ملک میں یوریا کو درا مد بھی کرنا پڑتا اس موقع تجویز پیش مقامی یوریا فروخت کو صرف زراعت شعبے محدود کردیا جائے صنعتی ضروریات لیے یوریا درا مد جائے یا مقامی کوریا کو صنعتوں کو ان مہینوں میں فراہم جائے جب زراعت میں اس طلب میں کمی اجلاس دوران رانا تنویر نے یقین دہانی کرائی کسانوں ضروریات لیے کھاد دستیابی کو یقینی بنایا جائے گا,business,1364.0
